,Account Length,Area Code,Churn?,CustServ Calls,Day Calls,Day Charge,Day Mins,Eve Calls,Eve Charge,Eve Mins,Int'l Plan,Intl Calls,Intl Charge,Intl Mins,Night Calls,Night Charge,Night Mins,Phone,State,VMail Message,VMail Plan
187,164,510,False.,1,111,27.300000,160.600000,126,13.870000,163.200000,no,3,2.430000,9.000000,112,8.420000,187.100000,373-4819,WY,0,no
188,51,408,False.,1,109,39.510000,232.400000,95,15.930000,187.400000,no,3,2.460000,9.100000,107,10.400000,231.200000,338-6981,WA,0,no
189,107,415,False.,0,85,22.750000,133.800000,94,15.340000,180.500000,no,4,2.400000,8.900000,115,5.050000,112.200000,418-4365,CO,0,no
190,130,415,False.,1,109,30.070000,176.900000,104,7.710000,90.700000,no,2,2.570000,9.500000,69,10.710000,238.000000,359-5461,TX,0,no
191,80,408,False.,2,74,35.680000,209.900000,77,16.580000,195.100000,no,4,2.380000,8.800000,119,9.370000,208.200000,375-3586,KY,0,no
192,94,415,False.,0,118,23.380000,137.500000,88,17.270000,203.200000,no,2,3.620000,13.400000,131,6.750000,150.000000,407-8376,MT,0,no
193,118,408,False.,1,52,49.220000,289.500000,111,14.160000,166.600000,no,4,2.570000,9.500000,88,5.360000,119.100000,408-6496,OK,23,yes
194,117,415,False.,1,86,33.680000,198.100000,86,15.050000,177.000000,no,6,1.840000,6.800000,92,8.120000,180.500000,385-7688,MD,23,yes
195,78,415,False.,0,119,25.450000,149.700000,115,15.490000,182.200000,no,8,2.620000,9.700000,126,11.770000,261.500000,332-6934,TN,0,no
196,208,510,True.,2,67,55.510000,326.500000,113,14.990000,176.300000,no,6,2.890000,10.700000,102,8.180000,181.700000,378-3625,TX,0,no
197,131,510,True.,4,101,49.790000,292.900000,97,16.970000,199.700000,yes,7,3.730000,13.800000,127,11.490000,255.300000,353-7292,ME,26,yes
198,63,408,False.,0,64,14.110000,83.000000,106,15.050000,177.000000,no,3,3.510000,13.000000,89,11.060000,245.700000,399-6786,DC,0,no
199,53,415,False.,3,146,24.770000,145.700000,136,18.740000,220.500000,no,5,3.540000,13.100000,96,11.250000,249.900000,358-3261,MN,24,yes
200,62,408,False.,2,101,30.990000,182.300000,93,27.900000,328.200000,no,1,3.020000,11.200000,131,11.030000,245.000000,377-9932,DE,0,no
201,97,415,False.,3,86,37.060000,218.000000,94,15.640000,184.000000,no,8,1.730000,6.400000,110,10.820000,240.500000,397-4030,MD,0,no
202,105,510,False.,2,109,23.900000,140.600000,51,15.180000,178.600000,no,3,1.840000,6.800000,83,9.760000,217.000000,367-1062,MI,0,no
203,157,415,False.,1,105,25.960000,152.700000,80,21.890000,257.500000,no,4,2.540000,9.400000,93,8.910000,198.100000,341-8467,WA,0,no
204,66,415,False.,1,76,18.140000,106.700000,77,17.830000,209.800000,no,2,3.270000,12.100000,117,8.570000,190.400000,339-9453,MO,36,yes
205,122,415,False.,2,98,41.450000,243.800000,72,7.130000,83.900000,no,8,3.700000,13.700000,84,8.090000,179.800000,344-3388,IN,0,no
206,38,415,False.,3,94,33.050000,194.400000,95,15.870000,186.700000,no,5,2.920000,10.800000,90,10.050000,223.300000,375-8013,OR,0,no
207,106,510,False.,3,95,36.360000,213.900000,70,12.910000,151.900000,no,5,3.290000,12.200000,124,11.700000,260.100000,408-4142,MD,0,no
208,99,510,False.,3,112,36.920000,217.200000,89,20.970000,246.700000,no,7,4.270000,15.800000,89,10.170000,226.100000,386-3671,RI,0,no
209,99,415,False.,1,72,40.990000,241.100000,98,13.230000,155.600000,no,10,3.130000,11.600000,109,8.470000,188.200000,411-2284,LA,0,no
210,144,510,False.,0,100,34.600000,203.500000,103,21.050000,247.600000,yes,11,3.210000,11.900000,94,8.740000,194.300000,346-7795,AZ,0,no
211,82,415,False.,1,131,26.380000,155.200000,106,20.780000,244.500000,no,3,2.890000,10.700000,68,5.510000,122.400000,333-5609,PA,24,yes
212,86,408,False.,1,139,28.490000,167.600000,118,9.610000,113.000000,no,6,3.290000,12.200000,121,11.110000,246.900000,405-1842,AZ,31,yes
213,70,510,True.,2,98,38.540000,226.700000,115,19.390000,228.100000,yes,4,4.750000,17.600000,93,3.290000,73.200000,366-6345,FL,0,no
214,93,415,False.,3,93,30.480000,179.300000,98,15.180000,178.600000,no,6,3.110000,11.500000,131,10.130000,225.200000,337-9345,LA,0,no
215,93,415,False.,0,89,25.740000,151.400000,76,15.840000,186.400000,no,3,2.940000,10.900000,120,7.760000,172.500000,328-6770,FL,0,no
216,120,415,False.,3,80,30.600000,180.000000,82,19.060000,224.200000,no,7,1.270000,4.700000,91,11.940000,265.400000,380-7321,FL,0,no
217,136,415,True.,1,121,42.530000,250.200000,118,22.700000,267.100000,no,2,3.510000,13.000000,114,6.800000,151.000000,375-1476,MD,0,no
218,106,415,False.,0,121,37.910000,223.000000,98,9.360000,110.100000,no,12,1.920000,7.100000,107,8.490000,188.700000,356-1567,AL,0,no
219,81,415,False.,3,116,31.210000,183.600000,98,12.970000,152.600000,no,6,3.290000,12.200000,99,9.550000,212.200000,422-6685,WA,0,no
220,127,408,False.,1,114,28.220000,166.000000,103,14.830000,174.500000,no,6,2.750000,10.200000,68,11.020000,244.900000,336-1090,TN,22,yes
221,65,415,False.,1,112,23.140000,136.100000,96,23.200000,272.900000,no,2,1.190000,4.400000,104,9.910000,220.200000,343-2095,MS,0,no
222,35,408,False.,2,113,25.380000,149.300000,122,20.590000,242.200000,no,6,2.400000,8.900000,104,7.840000,174.300000,345-3934,ME,0,no
223,88,408,False.,2,97,11.120000,65.400000,76,14.300000,168.200000,no,1,3.730000,13.800000,113,10.620000,236.000000,338-8050,OK,0,no
224,65,415,False.,1,111,36.280000,213.400000,94,19.930000,234.500000,no,4,0.730000,2.700000,123,11.250000,250.100000,388-9568,IN,0,no
225,123,415,False.,3,85,35.170000,206.900000,78,20.800000,244.700000,no,2,2.080000,7.700000,136,9.970000,221.500000,402-6591,MO,0,no
226,126,408,False.,2,78,31.650000,186.200000,83,16.120000,189.600000,no,3,2.590000,9.600000,139,3.440000,76.500000,403-6419,IA,27,yes
227,104,415,False.,4,136,47.630000,280.200000,92,18.740000,220.500000,no,3,3.590000,13.300000,102,6.160000,136.900000,386-9790,VA,23,yes
228,45,415,False.,0,84,33.420000,196.600000,92,26.620000,313.200000,no,3,3.210000,11.900000,108,7.350000,163.300000,378-5692,KY,22,yes
229,93,408,True.,0,109,53.040000,312.000000,100,11.000000,129.400000,yes,2,2.840000,10.500000,74,9.790000,217.600000,360-3324,MD,0,no
230,63,415,False.,1,110,33.830000,199.000000,111,24.760000,291.300000,yes,6,2.970000,11.000000,92,8.890000,197.600000,410-3719,OH,36,yes
231,100,415,False.,3,96,34.530000,203.100000,126,18.450000,217.000000,no,2,3.650000,13.500000,122,8.140000,180.900000,352-4221,OK,0,no
232,53,415,False.,0,97,28.700000,168.800000,87,18.730000,220.300000,no,2,2.940000,10.900000,113,6.940000,154.300000,327-6179,NV,0,no
233,92,415,False.,1,140,29.430000,173.100000,105,20.430000,240.300000,yes,5,2.430000,9.000000,117,10.490000,233.200000,359-6196,ID,0,no
234,139,510,True.,5,106,22.850000,134.400000,98,17.960000,211.300000,no,2,2.750000,10.200000,125,8.710000,193.600000,374-9107,MN,0,no
235,110,408,False.,2,103,34.440000,202.600000,128,10.100000,118.800000,no,9,2.430000,9.000000,98,10.570000,234.900000,357-4078,SD,40,yes
236,110,408,False.,3,117,12.670000,74.500000,98,17.070000,200.800000,no,7,2.650000,9.800000,101,8.650000,192.200000,366-5780,IL,0,no
237,215,510,False.,0,148,14.210000,83.600000,91,10.280000,120.900000,no,9,2.890000,10.700000,110,10.200000,226.600000,393-9619,WY,0,no
238,73,415,False.,1,86,32.670000,192.200000,116,14.330000,168.600000,no,6,2.540000,9.400000,87,6.290000,139.800000,355-9295,AL,0,no
239,138,510,False.,0,89,37.430000,220.200000,125,7.510000,88.300000,no,5,3.480000,12.900000,79,8.790000,195.300000,400-5751,NJ,0,no
240,137,415,True.,2,95,22.970000,135.100000,102,11.400000,134.100000,yes,2,3.320000,12.300000,81,10.040000,223.100000,338-1027,NV,0,no
241,36,415,False.,1,77,43.080000,253.400000,151,15.500000,182.400000,no,2,2.270000,8.400000,103,12.410000,275.800000,405-8867,IN,0,no
242,85,408,False.,3,81,38.250000,225.000000,63,15.040000,176.900000,no,2,1.920000,7.100000,110,8.740000,194.300000,336-5616,WV,0,no
243,108,408,True.,0,99,33.750000,198.500000,60,22.760000,267.800000,no,3,2.540000,9.400000,75,15.970000,354.900000,335-1697,VA,0,no
244,22,408,False.,0,107,18.750000,110.300000,93,14.150000,166.500000,no,5,2.570000,9.500000,96,9.100000,202.300000,331-5138,SC,0,no
245,107,415,False.,0,102,10.200000,60.000000,80,8.690000,102.200000,no,3,3.000000,11.100000,106,11.780000,261.800000,385-8240,RI,37,yes
246,51,510,False.,0,94,36.520000,214.800000,58,12.720000,149.700000,no,5,2.750000,10.200000,66,12.750000,283.400000,348-1359,IN,0,no
247,94,408,False.,4,85,30.910000,181.800000,98,17.200000,202.400000,no,2,2.480000,9.200000,97,11.070000,245.900000,354-7339,AZ,0,no
248,119,510,False.,2,114,26.180000,154.000000,137,23.630000,278.000000,no,4,3.190000,11.800000,112,10.280000,228.400000,349-1687,NM,23,yes
249,33,415,True.,4,99,26.760000,157.400000,80,10.020000,117.900000,no,11,3.750000,13.900000,79,12.560000,279.200000,380-2558,OR,29,yes
250,106,415,False.,4,91,35.340000,207.900000,109,14.620000,172.000000,no,7,3.890000,14.400000,143,8.630000,191.800000,365-2153,NJ,0,no
251,82,408,False.,3,90,35.190000,207.000000,83,19.800000,232.900000,no,8,2.460000,9.100000,108,7.760000,172.400000,345-6043,MS,0,no
252,86,510,False.,0,101,20.230000,119.000000,134,19.550000,230.000000,no,3,2.570000,9.500000,58,10.660000,236.900000,349-2808,MI,41,yes
253,97,415,False.,0,117,24.430000,143.700000,82,23.210000,273.000000,yes,3,2.940000,10.900000,81,8.020000,178.300000,411-1715,TX,0,no
254,106,408,False.,4,126,28.200000,165.900000,93,18.400000,216.500000,no,8,3.810000,14.100000,86,7.790000,173.100000,385-2488,FL,32,yes
255,108,510,False.,1,122,23.560000,138.600000,117,14.650000,172.300000,no,3,2.650000,9.800000,92,10.420000,231.600000,377-7177,DC,0,no
256,114,415,False.,1,118,14.400000,84.700000,86,21.240000,249.900000,no,8,3.920000,14.500000,95,8.700000,193.400000,342-1099,TX,0,no
257,92,408,True.,1,111,10.640000,62.600000,126,15.350000,180.600000,yes,2,2.810000,10.400000,80,9.980000,221.700000,386-4170,KS,0,no
258,59,510,False.,1,79,26.380000,155.200000,123,20.000000,235.300000,no,4,2.350000,8.700000,80,7.620000,169.400000,413-1269,UT,0,no
259,24,510,False.,1,110,28.030000,164.900000,105,17.790000,209.300000,no,9,1.810000,6.700000,55,10.400000,231.200000,396-4460,MN,25,yes
260,151,408,False.,1,88,22.870000,134.500000,112,12.160000,143.100000,no,1,4.160000,15.400000,61,10.080000,223.900000,334-2730,IL,0,no
261,117,415,False.,1,103,24.360000,143.300000,108,17.960000,211.300000,no,3,3.110000,11.500000,96,8.330000,185.200000,340-3182,NM,0,no
262,78,510,False.,1,110,28.610000,168.300000,73,18.800000,221.200000,no,1,3.380000,12.500000,136,10.850000,241.000000,377-8608,SC,0,no
263,155,408,False.,2,55,44.610000,262.400000,113,16.540000,194.600000,no,6,2.240000,8.300000,85,6.590000,146.500000,417-3676,NC,0,no
264,114,510,False.,1,79,35.050000,206.200000,91,22.100000,260.000000,no,6,3.080000,11.400000,83,13.120000,291.600000,417-6774,WV,30,yes
265,114,510,False.,4,94,38.390000,225.800000,117,16.410000,193.000000,no,9,2.270000,8.400000,100,10.460000,232.400000,411-9554,RI,28,yes
266,119,408,False.,3,89,23.510000,138.300000,78,14.490000,170.500000,no,6,3.650000,13.500000,98,11.880000,263.900000,420-3192,NH,0,no
267,64,510,False.,0,104,16.050000,94.400000,101,11.580000,136.200000,no,4,1.220000,4.500000,89,6.630000,147.400000,389-1475,MO,48,yes
268,118,408,False.,2,123,27.200000,160.000000,96,14.910000,175.400000,yes,3,2.670000,9.900000,99,8.320000,184.800000,343-7734,MA,0,no
269,101,415,False.,0,105,35.120000,206.600000,117,19.120000,224.900000,no,3,3.940000,14.600000,100,11.250000,249.900000,410-3390,PA,0,no
270,117,415,False.,1,121,22.900000,134.700000,83,15.300000,180.000000,no,3,2.080000,7.700000,104,9.040000,200.900000,344-6495,OK,0,no
271,49,415,False.,3,78,36.450000,214.400000,100,19.990000,235.200000,no,13,2.160000,8.000000,107,9.280000,206.200000,331-6229,AL,28,yes
272,139,415,False.,3,104,32.780000,192.800000,96,19.920000,234.400000,no,3,3.510000,13.000000,101,9.140000,203.200000,337-7501,WY,0,no
273,92,408,False.,1,90,25.690000,151.100000,79,16.560000,194.800000,no,3,2.700000,10.000000,114,10.760000,239.200000,339-9631,PA,28,yes
274,83,415,False.,3,103,37.640000,221.400000,103,19.700000,231.800000,no,5,2.650000,9.800000,100,5.510000,122.500000,369-4384,WA,0,no
275,148,510,False.,0,88,37.210000,218.900000,85,17.680000,208.000000,yes,4,3.000000,11.100000,99,9.150000,203.300000,416-3915,HI,0,no
276,144,408,True.,2,96,32.270000,189.800000,67,10.490000,123.400000,no,2,1.760000,6.500000,106,9.640000,214.200000,339-3049,SD,48,yes
277,131,415,False.,2,85,32.760000,192.700000,105,19.200000,225.900000,no,6,2.940000,10.900000,59,11.440000,254.200000,361-7998,AL,25,yes
278,146,510,False.,3,135,34.750000,204.400000,90,18.620000,219.100000,yes,6,2.840000,10.500000,114,10.020000,222.700000,355-4842,VT,0,no
279,143,415,False.,2,97,29.290000,172.300000,108,14.790000,174.000000,no,4,3.510000,13.000000,119,8.470000,188.200000,387-6440,MT,0,no
280,81,415,False.,2,93,33.730000,198.400000,108,17.930000,210.900000,no,6,2.810000,10.400000,71,8.700000,193.300000,369-2625,MN,0,no
281,48,415,False.,1,115,35.990000,211.700000,84,13.590000,159.900000,no,1,3.290000,12.200000,80,6.480000,144.100000,389-7073,AK,37,yes
282,86,415,False.,1,74,37.670000,221.600000,100,24.510000,288.400000,no,2,2.430000,9.000000,105,10.810000,240.300000,370-8463,MI,28,yes
283,71,415,False.,3,108,33.640000,197.900000,109,15.430000,181.500000,no,5,1.810000,6.700000,56,12.660000,281.400000,362-7318,DE,0,no
284,145,408,False.,2,90,25.080000,147.500000,108,14.930000,175.700000,no,3,4.210000,15.600000,102,11.340000,252.100000,412-1194,SD,24,yes
285,137,510,False.,2,122,35.090000,206.400000,102,10.880000,128.000000,no,5,2.380000,8.800000,84,8.750000,194.500000,355-9508,MI,0,no
286,137,408,False.,2,88,35.000000,205.900000,86,17.790000,209.300000,no,4,3.920000,14.500000,84,13.050000,289.900000,352-8202,KS,0,no
287,167,510,False.,0,88,35.290000,207.600000,63,11.250000,132.400000,no,5,3.810000,14.100000,98,11.480000,255.200000,335-5882,AL,0,no
288,89,510,True.,1,95,51.660000,303.900000,114,22.180000,260.900000,no,3,1.430000,5.300000,89,14.040000,312.100000,352-6976,OK,0,no
289,199,415,False.,0,121,39.200000,230.600000,99,18.650000,219.400000,no,2,2.160000,8.000000,94,13.470000,299.300000,393-6733,CT,34,yes
290,132,510,False.,0,110,16.920000,99.500000,80,10.970000,129.100000,no,3,2.620000,9.700000,124,5.630000,125.100000,335-1838,NE,0,no
291,94,510,False.,1,112,30.110000,177.100000,112,16.490000,194.000000,no,4,1.590000,5.900000,108,6.600000,146.700000,355-6930,WI,0,no
292,96,415,True.,5,93,29.360000,172.700000,116,10.210000,120.100000,no,5,2.780000,10.300000,86,9.720000,216.100000,387-5860,CT,37,yes
293,96,510,False.,1,86,29.360000,172.700000,113,11.340000,133.400000,no,3,2.650000,9.800000,70,11.680000,259.500000,343-2605,WI,18,yes
294,166,510,False.,1,115,34.710000,204.200000,152,15.290000,179.900000,no,5,2.570000,9.500000,109,9.760000,216.800000,350-6759,IN,0,no
295,74,415,False.,2,83,14.570000,85.700000,67,21.050000,247.700000,no,5,2.730000,10.100000,85,6.410000,142.400000,371-1514,DC,0,no
296,36,415,False.,0,117,26.790000,157.600000,58,15.670000,184.300000,no,1,3.210000,11.900000,99,10.820000,240.400000,346-9317,AR,0,no
297,113,415,False.,4,129,36.640000,215.500000,117,18.590000,218.700000,no,9,1.780000,6.600000,91,9.320000,207.100000,398-4313,ME,0,no
298,94,415,False.,1,98,30.860000,181.500000,88,16.990000,199.900000,no,5,1.780000,6.600000,114,12.950000,287.700000,412-4399,MN,0,no
299,67,415,False.,2,80,29.190000,171.700000,81,9.380000,110.400000,no,4,3.210000,11.900000,111,8.790000,195.400000,330-1835,MD,0,no
300,127,415,True.,1,106,45.320000,266.600000,168,22.510000,264.800000,no,2,1.590000,5.900000,119,9.320000,207.200000,416-1676,FL,0,no
301,121,408,True.,0,108,28.970000,170.400000,68,29.790000,350.500000,no,3,3.020000,11.200000,87,13.370000,297.000000,329-7347,RI,0,no
302,158,415,False.,1,106,26.860000,158.000000,114,24.860000,292.500000,no,4,2.460000,9.100000,89,10.850000,241.100000,360-6868,IA,0,no
303,136,510,False.,1,117,15.640000,92.000000,77,21.560000,253.600000,no,10,2.780000,10.300000,90,9.630000,214.100000,405-6641,AZ,0,no
304,196,415,False.,2,109,39.780000,234.000000,114,21.210000,249.500000,no,5,2.460000,9.100000,70,7.790000,173.100000,393-2373,MO,0,no
305,113,415,True.,1,111,46.260000,272.100000,118,22.820000,268.500000,no,10,2.300000,8.500000,105,9.620000,213.800000,419-1714,VT,0,no
306,122,408,True.,4,99,50.390000,296.400000,89,18.260000,214.800000,no,3,3.080000,11.400000,107,6.030000,133.900000,336-3819,IN,0,no
307,112,510,False.,0,101,33.050000,194.400000,82,16.180000,190.300000,no,2,3.080000,11.400000,107,8.250000,183.400000,341-3464,RI,0,no
308,209,415,False.,3,128,38.620000,227.200000,92,21.960000,258.400000,no,4,2.400000,8.900000,74,8.260000,183.500000,413-5310,SD,0,no
309,62,415,True.,1,109,42.280000,248.700000,118,18.700000,220.000000,no,2,3.560000,13.200000,78,11.960000,265.700000,366-7912,MN,0,no
310,110,415,False.,1,102,40.170000,236.300000,112,16.650000,195.900000,no,6,2.620000,9.700000,82,8.260000,183.500000,399-8845,TX,38,yes
311,16,510,False.,0,69,34.950000,205.600000,93,14.410000,169.500000,no,3,2.940000,10.900000,64,9.900000,220.100000,368-2583,VA,0,no
312,73,408,False.,0,136,16.000000,94.100000,122,23.830000,280.300000,no,4,2.650000,9.800000,77,9.230000,205.000000,360-6309,MA,0,no
313,128,408,False.,0,99,21.280000,125.200000,107,17.460000,205.400000,no,2,5.100000,18.900000,111,11.450000,254.400000,359-5890,ID,0,no
314,39,408,False.,1,158,10.270000,60.400000,120,26.030000,306.200000,no,3,3.350000,12.400000,46,5.580000,123.900000,332-2462,MA,0,no
315,103,415,False.,2,105,20.570000,121.000000,100,22.980000,270.400000,no,4,2.080000,7.700000,76,7.220000,160.500000,381-9196,GA,28,yes
316,119,415,False.,3,66,20.030000,117.800000,114,21.830000,256.800000,no,3,2.050000,7.600000,76,6.640000,147.600000,329-3222,RI,29,yes
317,173,510,False.,3,96,39.510000,232.400000,118,18.010000,211.900000,no,5,1.350000,5.000000,102,12.290000,273.000000,363-5819,ID,21,yes
318,128,510,True.,2,81,38.000000,223.500000,74,16.050000,188.800000,yes,2,2.540000,9.400000,101,6.970000,154.900000,413-9269,SD,32,yes
319,86,510,False.,0,79,29.970000,176.300000,97,22.030000,259.200000,no,3,1.670000,6.200000,78,12.930000,287.400000,330-7483,MA,0,no
320,114,415,False.,1,79,21.280000,125.200000,105,15.110000,177.800000,no,3,3.480000,12.900000,89,10.460000,232.400000,403-7775,WY,32,yes
321,104,408,False.,0,107,23.580000,138.700000,113,21.840000,256.900000,no,3,2.700000,10.000000,74,10.570000,234.900000,360-2479,VA,0,no
322,148,415,False.,1,134,14.670000,86.300000,92,20.960000,246.600000,no,4,3.050000,11.300000,91,11.320000,251.600000,394-3791,OR,0,no
323,129,408,False.,3,91,35.190000,207.000000,121,13.170000,154.900000,no,5,3.620000,13.400000,112,11.030000,245.100000,384-2632,VA,0,no
324,100,510,False.,0,104,10.000000,58.800000,107,18.660000,219.500000,no,3,1.920000,7.100000,118,6.850000,152.300000,359-8466,ME,30,yes
325,121,408,False.,1,95,11.680000,68.700000,69,17.780000,209.200000,no,4,3.080000,11.400000,42,8.880000,197.400000,331-8909,AL,35,yes
326,143,408,False.,1,109,40.660000,239.200000,112,20.020000,235.500000,no,4,2.570000,9.500000,95,7.030000,156.300000,359-5160,GA,33,yes
327,76,510,False.,0,130,33.710000,198.300000,86,18.450000,217.100000,no,3,3.380000,12.500000,96,8.480000,188.400000,330-9833,IA,0,no
328,158,510,False.,0,97,34.880000,205.200000,77,20.450000,240.600000,no,12,3.890000,14.400000,108,3.590000,79.700000,362-2314,AZ,0,no
329,116,510,False.,3,98,32.660000,192.100000,135,26.600000,312.900000,no,2,2.130000,7.900000,94,5.860000,130.200000,338-8478,FL,0,no
330,54,415,True.,1,83,46.340000,272.600000,74,21.140000,248.700000,no,2,2.570000,9.500000,111,8.880000,197.400000,387-5453,MT,0,no
331,86,415,True.,7,121,21.810000,128.300000,93,16.750000,197.100000,no,5,3.290000,12.200000,152,6.230000,138.400000,380-3437,AL,0,no
332,108,510,False.,0,99,28.830000,169.600000,87,22.450000,264.100000,no,4,2.510000,9.300000,78,9.280000,206.300000,365-8779,DE,0,no
333,66,510,False.,1,95,34.220000,201.300000,66,12.990000,152.800000,no,4,2.030000,7.500000,101,10.490000,233.200000,407-2750,MT,0,no
334,151,408,False.,1,97,36.500000,214.700000,90,11.770000,138.500000,no,4,2.320000,8.600000,44,7.610000,169.100000,396-8265,KY,17,yes
